rand_beta,rand_w_weights_beta,opt_beta,opt_w_weights
"[-0.07164541909861155, -0.05615214489825637]","[-0.20253748855519552, -0.2702055646067039]","[-0.06754246829775397, 0.008971346437462514]","[-0.20968289512967428, -0.24231404525156097]"
"[-0.10149038770945176, -0.012096684113388585]","[-0.17109931763711192, -0.19852838275657197]","[-0.07230048523819421, 0.008707631271977172]","[-0.1936788740653432, -0.2168963940224045]"
"[-0.09524971740108376, -0.0191466641114116]","[-0.14849935285111462, -0.19329702112090852]","[-0.0877675050709746, -0.004290823173937366]","[-0.1970755132758026, -0.2124886777277391]"
"[-0.09891709194476693, -0.020100729630801385]","[-0.1395323955570722, -0.1813565195310308]","[-0.09475565879467301, -0.015820532440028942]","[-0.19950013698755084, -0.20719119393001695]"
"[-0.09895966522668587, -0.01622164092451536]","[-0.1560719984746803, -0.18319814682122015]","[-0.07068863671569177, 0.006155997355386197]","[-0.1709336936351726, -0.19475159864518232]"
"[-0.06516462276479505, 0.0032248558490993633]","[-0.17027570381132742, -0.19704254403512886]","[-0.07331159303397031, 0.0012562641094299672]","[-0.19473544499885878, -0.2105375479387745]"
"[-0.07196501393620933, -0.04807207786336992]","[-0.1688577601122406, -0.20100591518655417]","[-0.0884988133571765, -0.01754639049530488]","[-0.1932272993825622, -0.22881715809639205]"
"[-0.10380158197891844, 0.001592311652878768]","[-0.18381694020768963, -0.19633512749452567]","[-0.07245695838136047, 0.004255374498197121]","[-0.18225080516270906, -0.2006444809078256]"
"[-0.11008691828207381, -0.03224677034069823]","[-0.1948879819468634, -0.21427824398316478]","[-0.06921284720931954, -0.005010783970374454]","[-0.18152631306474307, -0.20841929763004322]"
"[-0.08271668796125145, -0.03359835065631685]","[-0.146939905690188, -0.19000594042938102]","[-0.06968147771915423, -0.004437600467471076]","[-0.1896707800134138, -0.21419858444752846]"
"[-0.08538803392265855, -0.015558763883407737]","[-0.1617512577128805, -0.19366934066328256]","[-0.06568446711391336, 0.0009344534632228788]","[-0.1869007803381682, -0.20709153173074463]"
"[-0.10143985215621847, -0.02116006633373289]","[-0.15006528638912323, -0.19191217064970983]","[-0.07790413733135579, -0.016758521204817557]","[-0.18253976891333615, -0.21174976026438908]"
"[-0.10293491169852159, -0.01027404333445597]","[-0.15854421747273595, -0.19354162553640675]","[-0.07483612575760817, 0.03008415850353165]","[-0.19941790209830623, -0.21258859937809993]"
"[-0.09888074485106893, -0.019887661212262955]","[-0.17387019965172448, -0.1976867184024933]","[-0.07358275817280119, 0.004907545949219707]","[-0.1706082600488188, -0.19390859791250228]"
"[-0.07714991502959045, 0.0034547854035186587]","[-0.19535987614173256, -0.2638812241222124]","[-0.06574966248501082, -0.0027332274254715998]","[-0.18342030684658922, -0.22379257876254943]"
"[-0.09583096054668569, -0.012295948869409877]","[-0.18491566687373817, -0.19646451319288877]","[-0.07112287186692037, 0.0034444701774048693]","[-0.18904420060542032, -0.20272612986975913]"
"[-0.09838501462527158, -0.020152895945069506]","[-0.1967177658736234, -0.20626385300287683]","[-0.09562947648973154, -0.03143168006526377]","[-0.18830683809321744, -0.21318470634499917]"
"[-0.10593164272532259, -0.006471752565524264]","[-0.19239921670056293, -0.23661651443321213]","[-0.08196585775092002, -0.01357526736779383]","[-0.2019656020034538, -0.22977350679171227]"
"[-0.08044930949425366, 0.009352794913576972]","[-0.14978483210719196, -0.1860756629330816]","[-0.07449814568869075, 0.018734235226575108]","[-0.18928054880941336, -0.2027076350679419]"
"[-0.11223383863374034, -0.0030205278246003124]","[-0.1878485355114996, -0.19501832319950793]","[-0.08971756329455, -0.006203975137643827]","[-0.20139736324347557, -0.21151381142043954]"
"[-0.09716165153317327, -0.017301574514743113]","[-0.20271133607981834, -0.2015879276706449]","[-0.07877778977591522, 0.017919188717850868]","[-0.20320611006977043, -0.20686103351612617]"
"[-0.06493300844172158, 0.003285908868813582]","[-0.10474624908474062, -0.1325838147869488]","[-0.08767736345617991, -0.02159586234503943]","[-0.17797361583636534, -0.1995417689830512]"
"[-0.08869548667036378, -0.023950147270017482]","[-0.15972196742452693, -0.18826942135889588]","[-0.08157210175081459, -0.0068850159360792414]","[-0.184614365298782, -0.2021787590853657]"
"[-0.09693859265337328, -0.017753675013704475]","[-0.1684531039963934, -0.19575024526942444]","[-0.08085343346611476, -0.013753626645734306]","[-0.18813691103700309, -0.21436925329108109]"
"[-0.09734573456961448, -0.010248954447347466]","[-0.15535526655443843, -0.19527477464172666]","[-0.06917339753637226, 0.005453550103951192]","[-0.17770167078053864, -0.20668410580725968]"
"[-0.0900874995905794, 0.0092221143708776]","[-0.181992008206776, -0.19871512535365324]","[-0.10379348943174857, -0.03575471742891248]","[-0.18951919605306367, -0.20880910787124102]"
"[-0.0744582834036429, 0.004987921483441111]","[-0.16103091541537765, -0.19760651482069563]","[-0.07639606061189766, -0.0018493689161461625]","[-0.1866898847647989, -0.20639173612910583]"
"[-0.09174971323526696, -0.004374315753508126]","[-0.21022831746637202, -0.21128239319777845]","[-0.07640292673148176, -0.0062184622174521345]","[-0.17795301371098549, -0.20210001771719163]"
"[-0.10209737152554174, -0.011422191191499374]","[-0.21201186071152928, -0.2672350715058384]","[-0.09131458024867821, -0.003366228764507161]","[-0.20909398611512442, -0.22770375502515397]"
"[-0.07468339056125362, -0.011567435896584892]","[-0.16579165592110584, -0.19368649605118832]","[-0.08450407657904706, -0.015529695343206506]","[-0.18992257719854477, -0.21357660958944122]"
"[-0.07902368821404225, -0.01314803319575964]","[-0.16815266460307898, -0.19477454871942002]","[-0.07395167914318589, 0.012712855883264176]","[-0.19571981825366036, -0.21514353417064883]"
"[-0.11450632792405588, -0.038303156073609616]","[-0.1804520975851853, -0.19939566737788322]","[-0.08061219735104569, 0.0030748469251154495]","[-0.20163298925450518, -0.205150677613185]"
"[-0.0767021933529651, 0.01678425603676397]","[-0.21021950885929397, -0.212760829778427]","[-0.07348327967618837, 0.018284801943894688]","[-0.2012623147504632, -0.2182301428134898]"
"[-0.11040905087550937, -0.010021715914735737]","[-0.20852339257034502, -0.21273650655751866]","[-0.07819198838539321, 0.03119235631905896]","[-0.2140852339573869, -0.21299416273368552]"
"[-0.07935874725733788, -0.013248047238213509]","[-0.14416565801399134, -0.18492647568523957]","[-0.060230790394771895, 0.011188305596523196]","[-0.16578820487368298, -0.19542711601183063]"
"[-0.1067630113779704, -0.014211757162453023]","[-0.19189648913735663, -0.23413750468034478]","[-0.08166869704835694, -0.013531434812007874]","[-0.19372971386381016, -0.2202759031296623]"
"[-0.09582775902595181, -0.046740217226811]","[-0.19583022486318094, -0.29314870014145683]","[-0.08136929639012057, -0.006237911573544354]","[-0.183099937584733, -0.2014443342695457]"
"[-0.10457380935549028, -0.014894506024192842]","[-0.16156737349258418, -0.19572682580045758]","[-0.07216797958542569, -0.001954162894140191]","[-0.18154024240543404, -0.200072373542451]"
"[-0.06511832342571013, 0.003175579379194479]","[-0.1535368493947598, -0.18643199242881975]","[-0.07914881768655939, 0.005369643571561933]","[-0.16813906011504898, -0.19440370501838158]"
"[-0.1022808662198471, -0.011986687128640126]","[-0.1873602980408066, -0.22113570185277773]","[-0.08541530421362076, -0.015512448233645037]","[-0.18967354147252208, -0.21074062582604308]"
"[-0.1061127639644238, -0.04679116995102682]","[-0.17265760070844705, -0.20021028726191087]","[-0.07752678914372714, -0.016861029439496803]","[-0.1893866094666739, -0.2120859793401129]"
"[-0.11348976886809928, -0.028972553074916682]","[-0.1726514313225736, -0.1930637881209874]","[-0.06941761992418112, -0.004918434871185079]","[-0.1654667605295189, -0.1969931210959557]"
"[-0.1109132926066061, -0.032376681792896565]","[-0.1567725926291361, -0.19103752346623548]","[-0.08129905128478378, -0.007087669484787972]","[-0.18768353840157295, -0.21079567982503863]"
"[-0.06429947374604064, 0.006287433655401529]","[-0.18586156515671856, -0.2521284276136242]","[-0.06695094666082878, -0.0025066933630397527]","[-0.17214255647488488, -0.19611810465476917]"
"[-0.11013107104609693, -0.009992384643368494]","[-0.19889457617922887, -0.20230252096443627]","[-0.07223471546439579, 0.0031219395352901805]","[-0.18679386023091096, -0.20182517371959238]"
"[-0.08554711037975612, -0.07182923188259671]","[-0.15680621589330246, -0.19466028308400563]","[-0.07152847302555927, 0.00848634152432841]","[-0.19166870455978202, -0.20707802504848316]"
"[-0.10459615099809719, -0.011410262601126554]","[-0.1859857349522313, -0.20875358397529278]","[-0.06357607026837972, 0.00956574249540014]","[-0.1874950919266532, -0.21356305399272826]"
"[-0.09749975592432511, -0.021459615024397666]","[-0.17633869898357404, -0.1988239776526102]","[-0.07910702630232319, -0.011129560018299598]","[-0.19291716369148706, -0.2141342172747443]"
"[-0.06480540471213997, 0.0032797818012773204]","[-0.16277099891824331, -0.21670917729752642]","[-0.06972025596407455, 0.009158397083439091]","[-0.1885305041625654, -0.2282904388479815]"
"[-0.09832043049870264, -0.008009522257023567]","[-0.19875189509999888, -0.2721988051841878]","[-0.06609928681180151, 0.011239389884354136]","[-0.17909451894973955, -0.20506136341073125]"
"[-0.06820581632231774, 0.0019529718155521637]","[-0.2208827501503912, -0.28200547927413033]","[-0.0663170704786119, -0.0004141694052318422]","[-0.17576163617448934, -0.208360579235089]"
"[-0.11552433186869718, -0.025561511166119218]","[-0.1755605885404163, -0.19678466700958985]","[-0.07247112139323729, 0.004805129143439149]","[-0.20252213000535396, -0.23283072004770725]"
"[-0.08869570994457553, -0.0027245730649150717]","[-0.2051297358341035, -0.21512348081907987]","[-0.08019532776107269, 0.018237859062141544]","[-0.2078030176043588, -0.21339250569553112]"
"[-0.10706230225569595, -0.013046814440146577]","[-0.22122306468521538, -0.2772009962462652]","[-0.0769817123338843, 0.00315241369859089]","[-0.2039128634010411, -0.2381506584044564]"
"[-0.06882510317889008, -0.009447788486511413]","[-0.14411968964281144, -0.18946011722267322]","[-0.06129757051263013, 0.009267440022753351]","[-0.16972338667761666, -0.2027275120207211]"
"[-0.08821774659112089, -0.07172700524659457]","[-0.15640194352457548, -0.1910086489795827]","[-0.08047351080957522, -0.0013377357835472595]","[-0.1930808404840491, -0.20107311782786852]"
"[-0.09346827258176613, -0.01856667164512809]","[-0.17511299908206138, -0.20500660736341558]","[-0.0664375497479437, -0.00900510818544823]","[-0.17609179815196063, -0.20518965548226872]"
"[-0.07419201839894596, -0.0008625558386593136]","[-0.17189605483551634, -0.22321248193243418]","[-0.07164745060809898, 0.003425348741909844]","[-0.20265548870886527, -0.23203774614517048]"
"[-0.08868786625148964, -0.002703255314578018]","[-0.1641718233169282, -0.18822924149658302]","[-0.07405752993520187, 0.005376231542244902]","[-0.17925991350126405, -0.2001896054110705]"
"[-0.09691474187798768, -0.02121786706823228]","[-0.1478177491724587, -0.21692799909697935]","[-0.06450125309127101, 0.0016258199182252557]","[-0.1931396413505294, -0.23048220312960413]"
"[-0.07378506654563942, -0.0003832272760205253]","[-0.13390482266572623, -0.1726082954445819]","[-0.07114931436095444, 0.010962450238396131]","[-0.1800502242644624, -0.19743410847550202]"
"[-0.1168596105766391, 0.031082659041223707]","[-0.21140238649847426, -0.2119364719936326]","[-0.06740821889218711, 0.0034793487229435676]","[-0.18022098302339273, -0.20666864130078508]"
"[-0.09390089406916836, -0.04168474051583921]","[-0.15574436204486847, -0.18545504995099063]","[-0.10241198342827466, -0.03557009378846863]","[-0.18502006840372684, -0.2068467502290797]"
"[-0.0643543674073068, 0.006430657091667177]","[-0.16968833432549718, -0.19301108032205203]","[-0.05654613794507387, 0.006494614902482462]","[-0.17377473128393714, -0.2027626334237217]"
"[-0.13023866670436396, -0.021699326966328873]","[-0.16764681405954845, -0.1518675927317589]","[-0.08058699611821496, 0.006342379026520962]","[-0.19037973586266438, -0.20812603977615826]"
"[-0.08146661395028729, -0.03748330093019638]","[-0.16196578546387647, -0.19235878998437775]","[-0.09558765517215233, -0.021687009051480556]","[-0.17859636993335443, -0.20236552129452137]"
"[-0.10072315317111828, -0.020227596159938268]","[-0.19232515383115187, -0.20769160282151475]","[-0.09222968687822364, -0.02037768118004609]","[-0.20456675230440202, -0.22922065875678327]"
"[-0.09024227128765606, -0.07206612280701451]","[-0.13216496135568148, -0.17648702617012724]","[-0.0804065001851275, -0.015150064672332668]","[-0.17025996687875844, -0.19892343333947055]"
"[-0.09213484294203185, -0.02825019220477936]","[-0.18851898043815427, -0.23060596219247323]","[-0.07910910200226527, -0.01194014449683684]","[-0.19951601324917387, -0.2302449072116659]"
"[-0.08375344088623349, -0.018056903662125614]","[-0.15100956278908031, -0.18410457164129856]","[-0.09438611955412281, -0.018011003827436825]","[-0.1934659548603296, -0.2022173054047268]"
"[-0.06572780253436301, 0.003946952747765547]","[-0.17300194642205016, -0.2025686662303689]","[-0.08072200947540921, -0.0031262647267824096]","[-0.19163794158256137, -0.20698767548203686]"
"[-0.08437178506698571, -0.0328923288344673]","[-0.1640996261695103, -0.22840258784863107]","[-0.07732963310283716, -0.01087438916262153]","[-0.16713517150235607, -0.1974605907222383]"
"[-0.0783030719188529, 0.006921331334799906]","[-0.1643510601342735, -0.18531717464109873]","[-0.07993049650017311, 0.017766135779858194]","[-0.1794721000066767, -0.19706525173609357]"
"[-0.11128339789183807, -0.002535494323195957]","[-0.19784480355451364, -0.21013298919652149]","[-0.08120106874763032, -0.012045028947521252]","[-0.2140599957901264, -0.21920912350594157]"
"[-0.08980213587068119, -0.02560844942343081]","[-0.14817529334968696, -0.21548185322816368]","[-0.0831692243729781, -0.014858719580590766]","[-0.1876814210940636, -0.2125779899750107]"
"[-0.05288964761970168, -0.012571408498685653]","[-0.11750290668434223, -0.20576996478280668]","[-0.0900583784923469, -0.03888094563054902]","[-0.1747146309689456, -0.21997301363372992]"
"[-0.09146095415794836, -0.07485497298791867]","[-0.17017968534994712, -0.19898689283663892]","[-0.08155161379597756, -0.017153030834316157]","[-0.19799954993027133, -0.2303436251468515]"
"[-0.10381869851120601, -0.009192616728448892]","[-0.1897217745245597, -0.20674445842042175]","[-0.08368838581557463, -0.00402084334840783]","[-0.2016525387054696, -0.20873038084064008]"
"[-0.07917440312940832, -0.007095200048876747]","[-0.160467524845267, -0.19102379589867172]","[-0.09081273667567194, -0.020116363110140884]","[-0.18527569845582315, -0.21021660442276852]"
"[-0.0975306324660958, -0.021280185700582984]","[-0.17277410344212943, -0.20063186261626362]","[-0.07094513779943229, 0.0036181903897324927]","[-0.1796613453359278, -0.2009098525496495]"
"[-0.07465497124813841, -0.011687487331508806]","[-0.13168550792493933, -0.18687701778787638]","[-0.0659130875786155, 0.004929406948760092]","[-0.17536782080416471, -0.2042524207670764]"
"[-0.07931317678457121, -0.007117096392416504]","[-0.16843191455775233, -0.19773638397750073]","[-0.06963329723898638, -0.006198984646756353]","[-0.17754702462976454, -0.2100586513876489]"
"[-0.11260971293162483, -0.03939218868493163]","[-0.199476365204025, -0.2366254688729636]","[-0.0963832240052677, -0.02948268866979364]","[-0.19325645895491328, -0.21112467678816155]"
"[-0.07802309578920315, -0.0036140199260693727]","[-0.16467821239419464, -0.18657340211182807]","[-0.09811537092165533, -0.030776744595250642]","[-0.15868571902428438, -0.19038813312019692]"
"[-0.11592827374750199, 0.03057921451065034]","[-0.24104852723554213, -0.22034461764092597]","[-0.08923082950570431, 0.005474725189985733]","[-0.20184045785325075, -0.2012922295820225]"
"[-0.07090552931552142, 0.012065589105087093]","[-0.1829467357887857, -0.2548287036786439]","[-0.07214114894737714, 0.03014410069298292]","[-0.1719743159142797, -0.19659112498616266]"
